Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
373,Ben McLemore,SG,28,POR,64,1285,11.7,.567,.774,.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,,0.7,0.2,0.8,.031,,-0.7,-2.5,-3.2,-0.4,mclembe01
374,De'Anthony Melton,SG,23,MEM,73,1657,15.2,.529,.535,.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,,0.9,2.8,3.7,.107,,0.3,1.6,1.9,1.6,meltode01
375,Sam Merrill,SG,25,MEM,6,58,7.5,.485,.958,.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,,0.0,0.0,0.0,.029,,-2.2,-3.4,-5.6,-0.1,merrisa01
376,Chimezie Metu,C,24,SAC,60,1279,13.4,.546,.414,.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,,0.1,1.4,1.5,.056,,-1.6,0.1,-1.5,0.2,metuch01
377,Khris Middleton,SF,30,MIL,66,2141,18.1,.577,.425,.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,,3.2,2.2,5.3,.119,,1.9,-0.3,1.6,1.9,middlkh01
378,C.J. Miles,SG,34,BOS,1,2,-7.8,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.030,,-16.3,0.0,-16.3,0.0,milescj01
379,Patty Mills,SG,33,BRK,81,2346,10.4,.563,.715,.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,,1.9,0.9,2.8,.058,,-0.3,-1.4,-1.7,0.2,millspa02
380,Paul Millsap,C,36,TOT,33,375,10.8,.458,.304,.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,,0.0,0.5,0.5,.061,,-3.7,0.2,-3.5,-0.1,millspa01
381,Shake Milton,SG,25,PHI,55,1179,11.9,.517,.330,.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,,0.7,1.0,1.7,.069,,-1.6,-0.6,-2.2,-0.1,miltosh01
382,Davion Mitchell,PG,23,SAC,75,2076,10.8,.489,.380,.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,,-0.5,0.6,0.1,.003,,-2.1,-1.7,-3.8,-0.9,mitchda01
383,Donovan Mitchell,SG,25,UTA,67,2266,21.6,.572,.475,.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,,4.7,2.5,7.2,.152,,4.6,-0.3,4.3,3.6,mitchdo01
384,Evan Mobley,PF,20,CLE,69,2331,16.1,.549,.111,.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,,1.5,3.7,5.2,.107,,-0.9,1.5,0.6,1.5,mobleev01
385,Malik Monk,SG,23,LAL,76,2139,14.4,.597,.535,.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,,2.3,1.4,3.6,.081,,0.5,-1.0,-0.5,0.8,monkma01
386,Greg Monroe,C,31,TOT,14,195,19.5,.566,.000,.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,,0.4,0.3,0.7,.169,,-0.3,0.7,0.4,0.1,monrogr01
387,Moses Moody,SG,19,GSW,52,607,10.5,.573,.601,.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,,0.6,0.7,1.3,.101,,-1.4,-1.1,-2.5,-0.1,moodymo01
388,Xavier Moon,SG,27,LAC,10,137,16.2,.545,.275,.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,,0.2,0.2,0.3,.121,,-1.1,1.0,-0.1,0.1,moonxa01
389,Matt Mooney,SG,25,NYK,1,2,-20.0,.000,1.000,.000,0.0,0.0,0.0,0.0,25.0,0.0,50.0,43.8,,-0.1,0.0,0.0,-0.915,,-33.9,11.5,-22.3,0.0,moonema01
390,Ja Morant,PG,22,MEM,57,1889,24.4,.575,.218,.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,,4.6,2.1,6.7,.171,,6.2,-0.1,6.1,3.9,moranja01
391,Juwan Morgan,PF,24,TOT,2,31,8.3,.833,.667,.000,6.6,7.4,7.0,4.2,0.0,0.0,0.0,4.1,,0.1,0.0,0.1,.124,,-3.3,-3.9,-7.1,0.0,morgaju01
392,Jaylen Morris,SG,26,SAS,3,16,-11.4,.129,.333,.667,0.0,13.2,6.6,14.0,0.0,0.0,11.4,23.1,,-0.1,0.0,-0.1,-0.376,,-15.8,-5.7,-21.5,-0.1,morrija01
393,Marcus Morris,PF,32,LAC,54,1564,13.7,.549,.398,.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,,0.9,1.5,2.4,.074,,-0.3,-1.0,-1.4,0.3,morrima03
394,Markieff Morris,PF,32,MIA,17,298,10.9,.547,.342,.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,,0.0,0.3,0.3,.054,,-1.5,-0.4,-1.9,0.0,morrima02
395,Monte Morris,PG,26,DEN,75,2239,14.7,.583,.406,.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,,3.9,1.5,5.4,.116,,0.8,-0.8,0.0,1.1,morrimo01
396,Emmanuel Mudiay,PG,25,SAC,2,11,12.3,.399,.000,2.000,0.0,0.0,0.0,43.4,4.4,0.0,21.0,18.6,,0.0,0.0,0.0,.023,,-2.7,1.5,-1.2,0.0,mudiaem01
397,Mychal Mulder,PG,27,TOT,17,240,3.7,.438,.701,.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,,-0.4,0.1,-0.2,-0.050,,-5.9,-1.8,-7.7,-0.3,muldemy01
398,Ade Murkey,SG,24,SAC,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,-7.4,-2.3,-9.7,0.0,murkead01
399,Trey Murphy III,SF,21,NOP,62,864,12.5,.558,.671,.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,,1.3,0.6,1.9,.104,,0.2,-1.4,-1.2,0.2,murphtr02
400,Dejounte Murray,PG,25,SAS,68,2366,22.3,.533,.237,.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,,3.9,3.4,7.3,.149,,3.7,1.7,5.4,4.4,murrade01
401,Mike Muscala,C,30,OKC,43,592,19.7,.630,.657,.230,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,.170,,3.8,1.2,5.0,1.1,muscami01
402,Svi Mykhailiuk,SF,24,TOR,56,716,9.6,.509,.573,.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,,0.1,0.7,0.8,.052,,-2.7,-0.2,-2.9,-0.2,mykhasv01
403,Abdel Nader,SF,28,PHO,14,145,4.9,.431,.400,.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,,-0.3,0.3,0.0,-0.009,,-7.1,2.2,-4.9,-0.1,naderab01
404,Larry Nance Jr.,C-PF,29,TOT,46,1040,14.4,.590,.283,.231,7.4,19.3,13.1,11.4,2.0,1.9,12.0,12.8,,1.5,0.8,2.3,.104,,-0.4,0.3,-0.1,0.5,nancela02
405,RJ Nembhard Jr.,SG,22,CLE,14,63,8.0,.380,.111,.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,,0.0,0.0,0.0,.010,,-4.4,-1.5,-6.0,-0.1,nembhrj01
406,Aaron Nesmith,SF,22,BOS,52,574,7.3,.507,.632,.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,,-0.4,0.9,0.4,.038,,-4.9,0.7,-4.3,-0.3,nesmiaa01
407,Raul Neto,PG,29,WAS,70,1372,12.4,.538,.272,.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,,0.7,0.8,1.5,.053,,-2.5,-0.5,-2.9,-0.4,netora01
408,Malik Newman,PG,24,CLE,1,8,28.6,.680,.200,.400,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,,0.0,0.0,0.0,.179,,6.3,0.1,6.4,0.0,newmama01
409,Georges Niang,PF,28,PHI,76,1736,10.7,.594,.687,.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,,1.5,1.3,2.8,.077,,-0.8,-1.1,-1.9,0.0,niangge01
410,Daishen Nix,SG,19,HOU,24,261,8.1,.480,.388,.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,,-0.3,0.1,-0.2,-0.033,,-5.4,-1.0,-6.4,-0.3,nixda01
411,Zeke Nnaji,PF,21,DEN,41,698,13.5,.629,.430,.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,,1.2,0.6,1.8,.123,,-0.7,-1.6,-2.2,0.0,nnajize01
412,Nerlens Noel,C,27,NYK,25,562,11.8,.581,.050,.500,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,,0.4,1.0,1.5,.128,,-3.1,3.3,0.3,0.3,noelne01
413,Jaylen Nowell,SG,22,MIN,62,975,16.8,.581,.387,.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,,2.1,0.7,2.8,.138,,1.5,-0.7,0.8,0.7,nowelja01
414,Frank Ntilikina,SG,23,DAL,58,685,10.4,.513,.498,.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,,0.1,0.9,0.9,.065,,-2.8,0.9,-1.9,0.0,ntilila01
415,Jusuf Nurkić,C,27,POR,56,1579,20.0,.586,.093,.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,,2.0,1.7,3.6,.110,,0.1,0.2,0.3,0.9,nurkiju01
416,David Nwaba,SF,29,HOU,46,609,15.3,.567,.278,.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,,0.8,0.5,1.3,.105,,-0.6,0.0,-0.6,0.2,nwabada01
417,Jordan Nwora,SF,23,MIL,62,1185,9.9,.506,.491,.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,,-0.4,1.1,0.6,.025,,-2.7,-1.5,-4.1,-0.6,nworajo01
418,Royce O'Neale,SF,28,UTA,77,2406,10.3,.608,.689,.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,,2.7,2.8,5.5,.109,,-0.8,1.7,0.8,1.7,onealro01
419,Semi Ojeleye,PF,27,TOT,30,406,6.7,.438,.505,.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,,-0.1,0.3,0.2,.029,,-4.1,-1.6,-5.7,-0.4,ojelese01
420,Chuma Okeke,PF,23,ORL,70,1749,12.0,.501,.645,.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,,-0.3,2.5,2.2,.060,,-1.6,1.5,-0.1,0.8,okekech01
421,Josh Okogie,SG,23,MIN,49,516,9.0,.526,.452,.490,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,,0.1,0.5,0.7,.062,,-3.7,0.9,-2.7,-0.1,okogijo01
422,Onyeka Okongwu,C,21,ATL,48,992,19.8,.714,.000,.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,,3.1,1.1,4.2,.202,,0.0,0.8,0.8,0.7,okongon01
423,Isaac Okoro,SF,21,CLE,67,1981,10.4,.589,.364,.360,4.1,7.1,5.6,8.5,1.4,1.0,10.4,12.4,,2.4,1.9,4.2,.103,,-2.4,0.7,-1.7,0.1,okorois01
424,KZ Okpala,PF,22,MIA,21,244,10.4,.521,.377,.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,,0.2,0.3,0.5,.097,,-3.2,0.4,-2.8,-0.1,okpalkz01
425,Victor Oladipo,SG,29,MIA,8,173,16.8,.608,.493,.260,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,,0.2,0.2,0.4,.124,,1.8,-0.5,1.3,0.1,oladivi01
426,Cameron Oliver,SF,25,ATL,2,43,21.4,.705,.200,.200,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,,0.2,0.0,0.2,.219,,2.3,-0.5,1.7,0.0,oliveca01
427,Kelly Olynyk,C,30,DET,40,764,16.7,.561,.416,.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,,0.8,0.8,1.6,.104,,0.5,1.0,1.6,0.7,olynyke01
428,Eugene Omoruyi,SF,24,DAL,4,18,17.0,.518,.400,.800,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,,0.1,0.0,0.1,.201,,3.3,0.7,4.0,0.0,omorueu01
429,Miye Oni,SG,24,UTA,16,44,0.4,.265,.889,.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,,-0.1,0.0,0.0,-0.032,,-7.6,-0.3,-7.9,-0.1,onimi01
430,Cedi Osman,SF,26,CLE,66,1462,13.3,.563,.628,.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,,1.3,1.6,2.9,.094,,-0.3,0.5,0.2,0.8,osmande01
431,Daniel Oturu,C,22,TOR,3,27,13.4,.549,.167,.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,,0.0,0.0,0.1,.121,,-2.7,-2.5,-5.2,0.0,oturuda01
432,Kelly Oubre Jr.,SF,26,CHO,76,1999,14.9,.560,.593,.203,4.1,12.0,8.0,6.2,1.8,1.5,6.2,23.0,,1.8,1.4,3.3,.079,,0.2,-1.6,-1.4,0.3,oubreke01
433,Jaysean Paige,PG,27,DET,1,7,-22.2,.000,.667,.000,0.0,16.3,7.7,18.1,0.0,0.0,25.0,24.5,,-0.1,0.0,-0.1,-0.574,,-25.0,-6.5,-31.5,0.0,paigeja01
434,Trayvon Palmer,SG,27,DET,1,17,-5.7,.000,.000,.000,0.0,13.4,6.4,0.0,0.0,0.0,50.0,5.0,,-0.1,0.0,0.0,-0.133,,-13.1,-1.8,-15.0,-0.1,palmetr01
435,Kevin Pangos,PG,29,CLE,24,166,6.5,.408,.565,.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,,-0.1,0.1,0.1,.016,,-4.7,-1.4,-6.1,-0.2,pangoke01
436,Jabari Parker,PF,26,BOS,12,112,14.8,.632,.421,.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,,0.1,0.2,0.3,.141,,-0.3,1.1,0.7,0.1,parkeja01
437,Eric Paschall,PF,25,UTA,58,737,13.9,.612,.460,.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,,1.4,0.5,2.0,.127,,0.5,-1.0,-0.5,0.3,pascher01
438,Chris Paul,PG,36,PHO,65,2139,20.8,.581,.270,.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,,5.8,3.6,9.4,.210,,3.1,2.3,5.4,4.0,paulch01
439,Cameron Payne,PG,27,PHO,58,1278,13.8,.500,.359,.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,,0.2,1.8,1.9,.073,,-0.4,0.4,0.0,0.7,payneca01
440,Elfrid Payton,PG,27,PHO,50,549,7.9,.397,.103,.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,,-1.0,0.8,-0.2,-0.014,,-4.6,1.2,-3.5,-0.2,paytoel01
441,Gary Payton II,SG,29,GSW,71,1248,17.8,.679,.349,.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,,2.5,2.6,5.2,.199,,0.3,3.4,3.7,1.8,paytoga02
442,Norvel Pelle,C,28,UTA,3,19,12.2,.600,.000,.000,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,,0.0,0.0,0.0,.038,,-3.0,-4.1,-7.1,0.0,pelleno01
443,Reggie Perry,PF,21,TOT,10,187,15.6,.537,.203,.190,8.5,19.5,13.8,11.1,2.4,3.2,11.4,22.4,,0.1,0.2,0.2,.058,,-3.1,-1.0,-4.1,-0.1,perryre01
444,Jamorko Pickett,PF,24,DET,13,176,7.6,.491,.780,.040,3.5,16.8,9.8,5.8,0.0,3.6,8.9,13.6,,0.0,0.1,0.1,.015,,-2.8,-2.1,-5.0,-0.1,pickeja01
445,Theo Pinson,SF,26,DAL,19,148,11.9,.553,.769,.256,1.5,14.3,7.9,15.9,1.7,1.2,10.3,14.7,,0.2,0.2,0.4,.122,,-1.5,1.0,-0.5,0.1,pinsoth01
446,Mason Plumlee,C,31,CHO,73,1793,14.7,.603,.006,.534,10.2,23.3,16.7,16.4,1.6,2.7,20.2,11.7,,2.7,2.0,4.7,.127,,-1.5,1.5,0.0,0.9,plumlma01
447,Jakob Poeltl,C,26,SAS,68,1970,20.8,.613,.002,.287,13.9,20.0,16.9,14.0,1.1,5.0,12.7,18.3,,4.4,2.5,6.9,.168,,0.9,0.7,1.6,1.7,poeltja01
448,Aleksej Pokusevski,PF,20,OKC,61,1233,12.0,.485,.432,.110,6.0,20.8,13.3,16.5,1.5,2.9,16.4,20.0,,-1.1,1.5,0.4,.014,,-2.7,0.1,-2.6,-0.2,pokusal01
449,Yves Pons,SF,22,MEM,12,71,5.9,.385,.563,.125,7.2,10.6,8.8,1.7,0.7,5.0,5.6,10.3,,0.0,0.1,0.0,.030,,-4.9,-1.7,-6.6,-0.1,ponsyv01
450,Jordan Poole,SG,22,GSW,76,2283,16.1,.598,.548,.251,1.7,10.5,6.2,21.0,1.3,1.0,13.7,26.0,,3.1,2.9,6.0,.126,,1.3,-0.3,1.0,1.7,poolejo01
451,Kevin Porter Jr.,PG,21,HOU,61,1907,13.5,.531,.511,.239,2.5,13.0,7.7,30.7,1.7,1.0,17.7,24.1,,0.0,0.8,0.8,.021,,-0.1,-1.6,-1.6,0.2,porteke02
452,Michael Porter Jr.,SF,23,DEN,9,265,7.5,.416,.466,.087,3.9,20.4,12.4,8.9,1.9,0.7,10.1,19.7,,-0.5,0.3,-0.2,-0.032,,-3.9,0.5,-3.5,-0.1,portemi01
453,Otto Porter Jr.,PF,28,GSW,63,1396,15.9,.581,.519,.147,6.9,21.0,14.2,9.6,2.4,2.0,7.7,15.0,,2.2,2.7,4.9,.168,,1.0,2.1,3.1,1.8,porteot01
454,Bobby Portis,C,26,MIL,72,2028,17.7,.571,.388,.130,9.6,24.4,17.2,6.4,1.3,2.4,8.9,21.3,,2.9,2.6,5.5,.131,,1.2,-1.0,0.2,1.1,portibo01
455,Kristaps Porziņģis,PF,26,TOT,51,1481,23.7,.577,.329,.373,7.7,23.1,15.4,13.7,1.3,5.0,8.3,29.5,,3.2,2.4,5.6,.180,,3.3,0.6,3.9,2.2,porzikr01
456,Micah Potter,C,23,DET,3,31,13.6,.505,.182,.182,13.3,18.4,15.7,0.0,1.6,2.9,7.8,17.8,,0.0,0.0,0.0,.073,,-4.0,-3.0,-7.1,0.0,pottemi01
457,Dwight Powell,C,30,DAL,82,1798,18.1,.725,.092,.529,10.7,14.3,12.5,8.1,1.0,2.0,11.5,14.0,,6.0,2.2,8.2,.219,,0.4,0.5,0.9,1.3,poweldw01
458,Myles Powell,PG,24,PHI,11,52,0.2,.364,.353,.118,2.2,10.6,6.4,8.0,1.0,0.0,14.4,18.0,,-0.2,0.0,-0.1,-0.109,,-10.5,-2.2,-12.7,-0.1,powelmy01
459,Norman Powell,SF-SG,28,TOT,45,1458,16.3,.603,.418,.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,,2.4,0.4,2.8,.093,,1.2,-1.5,-0.3,0.6,powelno01
460,Joshua Primo,SF,19,SAS,50,965,7.1,.487,.507,.219,3.5,8.9,6.1,10.6,1.0,2.0,16.1,15.4,,-0.6,0.6,0.0,.001,,-3.8,-1.1,-5.0,-0.7,primojo01
461,Taurean Prince,PF,27,MIN,69,1177,12.4,.589,.587,.210,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17.0,,1.0,1.2,2.2,.090,,-1.0,0.0,-0.9,0.3,princta02
462,Payton Pritchard,PG,24,BOS,71,1001,15.0,.578,.657,.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,,1.8,1.2,3.1,.148,,1.7,0.1,1.8,1.0,pritcpa01
463,Trevelin Queen,SG,24,HOU,10,74,18.2,.619,.727,.121,10.3,13.4,11.9,8.8,3.2,1.2,16.8,23.9,,0.1,0.1,0.1,.080,,2.7,-0.8,1.9,0.1,queentr01
464,Neemias Queta,C,22,SAC,15,120,12.7,.495,.000,.447,12.6,15.6,14.1,7.2,0.4,5.8,11.7,18.4,,0.0,0.1,0.1,.051,,-4.1,-1.0,-5.1,-0.1,quetane01
465,Immanuel Quickley,PG,22,NYK,78,1802,14.6,.543,.547,.278,1.8,13.1,7.4,24.5,1.5,0.2,10.9,22.2,,2.5,1.8,4.2,.113,,0.2,0.0,0.2,1.0,quickim01
466,Jahmi'us Ramsey,SG,20,SAC,19,134,7.9,.468,.310,.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.2,,-0.1,0.0,-0.1,-0.047,,-3.5,-3.4,-6.9,-0.2,ramseja01
467,Julius Randle,PF,27,NYK,72,2544,15.7,.509,.313,.322,5.2,25.5,15.1,25.1,1.0,1.5,14.7,28.7,,-0.3,3.4,3.1,.059,,0.4,0.2,0.5,1.6,randlju01
468,Austin Reaves,SG,23,LAL,61,1418,11.5,.600,.525,.371,3.4,11.2,7.3,10.3,1.0,1.3,9.8,12.4,,2.1,0.8,2.9,.097,,-1.3,-0.6,-1.9,0.0,reaveau01
469,Cam Reddish,SF,22,TOT,49,1012,12.8,.543,.451,.275,2.7,8.6,5.7,7.0,2.3,1.4,11.1,22.2,,0.2,0.8,1.0,.046,,-1.0,-0.3,-1.3,0.2,reddica01
470,Davon Reed,SG,26,DEN,48,668,12.2,.624,.534,.093,2.4,15.2,9.0,10.7,1.8,1.2,8.7,12.1,,0.9,0.7,1.6,.117,,-0.6,0.3,-0.3,0.3,reedda01
471,Paul Reed,C,22,PHI,38,302,21.4,.568,.083,.146,16.6,17.4,17.0,8.3,5.5,4.2,8.9,16.7,,0.6,0.7,1.3,.212,,-0.8,2.9,2.1,0.3,reedpa01
472,Naz Reid,C,22,MIN,77,1215,17.2,.588,.349,.313,8.8,18.0,13.3,8.7,1.6,5.6,13.2,21.4,,1.5,1.6,3.2,.125,,-0.5,0.5,0.0,0.6,reidna01
473,Nick Richards,C,24,CHO,50,367,15.9,.689,.000,.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,,0.6,0.3,1.0,.125,,-2.6,-0.2,-2.8,-0.1,richani01
474,Josh Richardson,SG,28,TOT,65,1600,12.8,.573,.461,.202,2.8,9.4,6.2,10.1,1.7,1.6,10.2,17.6,,1.6,2.0,3.5,.106,,-0.6,0.7,0.1,0.9,richajo01
475,Austin Rivers,SG,29,DEN,67,1480,7.2,.546,.660,.126,1.5,6.9,4.3,8.0,1.7,0.4,12.8,12.6,,0.1,1.1,1.2,.037,,-3.5,-0.3,-3.8,-0.7,riverau01
476,Duncan Robinson,SG,27,MIA,79,2043,10.6,.573,.860,.084,1.4,9.8,5.6,9.3,1.0,0.7,7.4,17.7,,1.9,2.0,3.9,.092,,-0.3,-0.3,-0.6,0.7,robindu01
477,Justin Robinson,PG,24,TOT,25,304,3.6,.404,.656,.086,1.4,6.0,3.7,14.0,1.4,0.3,15.0,16.0,,-0.5,0.2,-0.3,-0.055,,-6.4,-1.3,-7.6,-0.4,robinju01
478,Mitchell Robinson,C,23,NYK,72,1848,20.7,.722,.000,.528,16.8,19.1,17.9,3.2,1.6,7.1,12.4,11.4,,5.3,3.2,8.5,.221,,1.0,1.2,2.2,2.0,robinmi01
479,Jeremiah Robinson-Earl,C,21,OKC,49,1087,11.7,.526,.509,.167,7.0,19.1,13.0,6.7,1.3,1.3,10.1,15.4,,0.4,1.0,1.5,.065,,-1.9,-0.4,-2.2,-0.1,robinje02
480,Isaiah Roby,PF,23,OKC,45,948,18.3,.607,.307,.359,8.0,15.6,11.8,12.1,1.8,3.3,10.3,19.0,,1.8,1.1,2.9,.147,,0.4,0.2,0.6,0.6,robyis01
481,Rajon Rondo,PG,35,TOT,39,698,10.9,.496,.500,.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16.0,,-0.1,0.8,0.7,.048,,-2.4,0.7,-1.7,0.1,rondora01
482,Derrick Rose,PG,33,NYK,26,636,16.9,.541,.336,.113,3.5,9.8,6.6,27.5,1.7,1.9,11.9,22.5,,0.8,0.7,1.4,.108,,2.3,0.0,2.3,0.7,rosede01
483,Terrence Ross,SG,30,ORL,63,1448,10.0,.515,.477,.235,1.5,10.3,5.9,12.5,0.9,0.8,10.9,20.5,,-0.5,0.9,0.3,.011,,-2.5,-1.1,-3.7,-0.6,rosste01
484,Terry Rozier,SG,27,CHO,73,2458,17.6,.566,.508,.151,2.4,11.3,6.8,19.7,1.8,1.0,7.2,23.2,,4.3,1.6,5.9,.115,,2.4,-0.7,1.7,2.3,roziete01
485,Ricky Rubio,PG,31,CLE,34,970,14.0,.488,.423,.251,1.7,14.1,8.0,34.6,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,.064,,-1.0,1.2,0.2,0.5,rubiori01
486,D'Angelo Russell,PG,25,MIN,65,2077,16.3,.544,.531,.246,1.3,10.1,5.6,33.1,1.4,1.0,13.2,25.1,,2.9,1.5,4.4,.101,,2.2,-1.5,0.8,1.4,russeda01
487,Matt Ryan,SF,24,BOS,1,5,3.5,.300,1.000,.000,0.0,0.0,0.0,0.0,9.9,0.0,0.0,44.0,,0.0,0.0,0.0,-0.250,,-9.9,-3.8,-13.7,0.0,ryanma01
488,Domantas Sabonis,PF,25,TOT,62,2136,21.9,.637,.162,.429,10.3,29.0,19.5,23.6,1.3,1.1,17.5,22.3,,5.3,1.8,7.1,.159,,3.2,0.9,4.1,3.2,sabondo01
489,Olivier Sarr,C,22,OKC,22,421,14.0,.672,.287,.287,8.2,14.6,11.4,6.9,0.7,3.3,16.2,13.9,,0.7,0.3,1.0,.116,,-2.7,-1.3,-4.0,-0.2,sarrol01
490,Tomáš Satoranský,SG-PG-SF,30,TOT,55,906,10.2,.461,.277,.283,3.3,12.1,7.7,27.0,1.6,0.5,17.6,12.6,,0.5,0.6,1.0,.056,,-3.3,-0.3,-3.7,-0.4,satorto01
491,Jordan Schakel,SG,23,WAS,4,30,-1.2,.210,.545,.182,7.5,21.8,14.8,0.0,1.6,0.0,7.8,19.1,,-0.2,0.0,-0.1,-0.204,,-8.6,-4.3,-13.0,-0.1,schakjo01
492,Admiral Schofield,SF,24,ORL,38,469,7.5,.538,.612,.116,3.8,16.3,10.0,7.9,0.4,1.0,13.4,14.5,,-0.1,0.3,0.3,.027,,-4.2,-1.2,-5.4,-0.4,schofad01
493,Dennis Schröder,PG,28,TOT,64,1837,13.0,.539,.345,.254,2.0,10.5,6.3,24.2,1.4,0.4,15.1,22.6,,1.0,1.9,2.9,.076,,-1.5,-0.4,-1.9,0.0,schrode01
494,Tre Scott,SF,25,CLE,2,11,20.4,.500,.167,.000,10.3,9.8,10.1,0.0,4.5,8.1,0.0,24.1,,0.0,0.0,0.0,.138,,-4.8,1.8,-3.0,0.0,scotttr01
495,Jay Scrubb,SG,21,LAC,18,121,9.3,.486,.457,.217,1.8,11.9,7.0,9.7,1.6,2.1,12.2,20.8,,-0.1,0.1,0.0,.002,,-4.4,-0.4,-4.8,-0.1,scrubja01
496,Wayne Selden,SG,27,NYK,3,19,4.3,.434,.500,1.000,0.0,5.8,2.8,7.2,0.0,0.0,0.0,13.3,,0.0,0.0,0.0,.016,,-4.3,-1.6,-5.9,0.0,seldewa01
497,Alperen Sengun,C,19,HOU,72,1489,16.0,.552,.223,.442,10.1,18.9,14.5,19.1,1.9,4.1,18.8,22.0,,0.8,1.3,2.1,.068,,-1.6,0.6,-1.0,0.4,sengual01
