PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_SLUG,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1628436,"Kornet, Luke",Luke Kornet,1,2017,2024,luke_kornet,luke_kornet,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
1630249,"Krejci, Vit",Vit Krejci,1,2021,2024,vit_krejci,vit_krejci,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1629083,"Kulboka, Arnoldas",Arnoldas Kulboka,0,2021,2021,arnoldas_kulboka,arnoldas_kulboka,0,,,,,,Y,01
1630228,"Kuminga, Jonathan",Jonathan Kuminga,1,2021,2024,jonathan_kuminga,jonathan_kuminga,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01
1629066,"Kurucs, Rodions",Rodions Kurucs,0,2018,2020,rodions_kurucs,rodions_kurucs,0,,,,,,Y,01
1628398,"Kuzma, Kyle",Kyle Kuzma,1,2017,2024,kyle_kuzma,kyle_kuzma,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,00
1631222,"LaRavia, Jake",Jake LaRavia,1,2022,2024,jake_laravia,jake_laravia,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,11
203897,"LaVine, Zach",Zach LaVine,1,2014,2024,zach_lavine,zach_lavine,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,00
1630237,"Lamb, Anthony",Anthony Lamb,0,2020,2022,anthony_lamb,anthony_lamb,0,,,,,,Y,01
203087,"Lamb, Jeremy",Jeremy Lamb,0,2012,2021,jeremy_lamb,jeremy_lamb,0,,,,,,Y,11
1629111,"Landale, Jock",Jock Landale,1,2021,2024,jock_landale,jock_landale,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,00
1629641,"Langford, Romeo",Romeo Langford,0,2019,2022,romeo_langford,romeo_langford,0,,,,,,Y,11
1641796,"Larsson, Pelle",Pelle Larsson,0,2024,2024,pelle_larsson,pelle_larsson,0,,,,,,N,00
1630639,"Lawson, AJ",AJ Lawson,1,2022,2024,aj_lawson,aj_lawson,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,01
1627774,"Layman, Jake",Jake Layman,0,2016,2021,jake_layman,jake_layman,0,,,,,,Y,01
1627747,"LeVert, Caris",Caris LeVert,1,2016,2024,caris_levert,caris_levert,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
1628388,"Leaf, T.J.",T.J. Leaf,0,2017,2020,tj_leaf,tj_leaf,0,,,,,,Y,01
1629665,"Lecque, Jalen",Jalen Lecque,0,2019,2020,jalen_lecque,jalen_lecque,0,,,,,,Y,11
1627814,"Lee, Damion",Damion Lee,1,2017,2024,damion_lee,damion_lee,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1630240,"Lee, Saben",Saben Lee,1,2020,2024,saban_lee,saben_lee,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
203458,"Len, Alex",Alex Len,1,2013,2024,alex_len,alex_len,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
202695,"Leonard, Kawhi",Kawhi Leonard,1,2011,2024,kawhi_leonard,kawhi_leonard,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
203086,"Leonard, Meyers",Meyers Leonard,0,2012,2022,meyers_leonard,meyers_leonard,0,,,,,,Y,00
1631171,"Lewis, Justin",Justin Lewis,0,2022,2022,justin_lewis,justin_lewis,0,,,,,,Y,11
1641721,"Lewis, Maxwell",Maxwell Lewis,1,2023,2024,maxwell_lewis,maxwell_lewis,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
1630575,"Lewis, Scottie",Scottie Lewis,0,2021,2021,tmp_scottie_lewis,scottie_lewis,0,,,,,,Y,11
1630184,"Lewis Jr., Kira",Kira Lewis Jr.,1,2020,2023,kira_lewis_jr,kira_lewis_jr,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
1630604,"Liddell, E.J.",E.J. Liddell,1,2022,2024,ej_liddell,ej_liddell,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
203081,"Lillard, Damian",Damian Lillard,1,2012,2024,damian_lillard,damian_lillard,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
1629642,"Little, Nassir",Nassir Little,1,2019,2024,nassir_little,nassir_little,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1641726,"Lively II, Dereck",Dereck Lively II,1,2023,2024,dereck_lively_ii,dereck_lively_ii,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
1630587,"Livers, Isaiah",Isaiah Livers,0,2021,2023,isaiah_livers,isaiah_livers,0,,,,,,Y,01
1641753,"Livingston, Chris",Chris Livingston,1,2023,2024,chris_livingston,chris_livingston,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,11
1631254,"Lofton Jr., Kenneth",Kenneth Lofton Jr.,1,2022,2023,kenneth_lofton_jr,kenneth_lofton_jr,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
1626172,"Looney, Kevon",Kevon Looney,1,2015,2024,kevon_looney,kevon_looney,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01
201572,"Lopez, Brook",Brook Lopez,1,2008,2024,brook_lopez,brook_lopez,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
201577,"Lopez, Robin",Robin Lopez,0,2008,2023,robin_lopez,robin_lopez,0,,,,,,Y,00
1629712,"Louzada, Didi",Didi Louzada,0,2020,2021,marcos_louzada_silva,didi_louzada,0,,,,,,Y,01
201567,"Love, Kevin",Kevin Love,1,2008,2024,kevin_love,kevin_love,1610612748,Miami,Heat,MIA,heat,heat,Y,00
200768,"Lowry, Kyle",Kyle Lowry,1,2006,2024,kyle_lowry,kyle_lowry,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
1630994,"Lundberg, Gabriel",Gabriel Lundberg,0,2021,2021,gabriel_lundberg,gabriel_lundberg,0,,,,,,Y,00
1641754,"Lundy, Seth",Seth Lundy,1,2023,2024,seth_lundy,seth_lundy,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1627789,"Luwawu-Cabarrot, Timothe",Timothe Luwawu-Cabarrot,0,2016,2021,timothe_luwawu-cabarrot,timothe_luwawu-cabarrot,0,,,,,,Y,01
1626168,"Lyles, Trey",Trey Lyles,1,2015,2024,trey_lyles,trey_lyles,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1630266,"Magnay, Will",Will Magnay,0,2020,2020,will_magnay,will_magnay,0,,,,,,Y,01
1627748,"Maker, Thon",Thon Maker,0,2016,2020,thon_maker,thon_maker,0,,,,,,Y,01
1630177,"Maledon, Theo",Theo Maledon,0,2020,2023,theo_maledon,theo_maledon,0,,,,,,Y,11
1630572,"Mamukelashvili, Sandro",Sandro Mamukelashvili,1,2021,2024,sandro_mamukelashvili,sandro_mamukelashvili,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1630211,"Mane, Karim",Karim Mane,0,2020,2020,karim_mane,karim_mane,0,,,,,,Y,01
1629611,"Mann, Terance",Terance Mann,1,2019,2024,terance_mann,terance_mann,1610612746,LA,Clippers,LAC,clippers,clippers,Y,01
1630544,"Mann, Tre",Tre Mann,1,2021,2024,tre_mann,tre_mann,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1630185,"Mannion, Nico",Nico Mannion,0,2020,2020,nico_mannion,nico_mannion,0,,,,,,Y,01
1626246,"Marjanovic, Boban",Boban Marjanovic,1,2015,2024,boban_marjanovic,boban_marjanovic,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01
1628374,"Markkanen, Lauri",Lauri Markkanen,1,2017,2024,lauri_markkanen,lauri_markkanen,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,00
1630230,"Marshall, Naji",Naji Marshall,1,2020,2024,naji_marshall,naji_marshall,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01
1628997,"Martin, Caleb",Caleb Martin,1,2019,2024,caleb_martin,caleb_martin,1610612748,Miami,Heat,MIA,heat,heat,Y,01
1628998,"Martin, Cody",Cody Martin,1,2019,2024,cody_martin,cody_martin,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01
1641798,"Martin, Jaylen",Jaylen Martin,1,2023,2024,jaylen_martin,jaylen_martin,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11
1629725,"Martin, Jeremiah",Jeremiah Martin,0,2019,2020,jeremiah_martin,jeremiah_martin,0,,,,,,Y,01
1630231,"Martin, KJ",KJ Martin,1,2020,2024,kenyon_martin_jr,kj_martin,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
1629103,"Martin, Kelan",Kelan Martin,0,2019,2021,kelan_martin,kelan_martin,0,,,,,,Y,01
1631213,"Martin, Tyrese",Tyrese Martin,0,2022,2022,tyrese_martin,tyrese_martin,0,,,,,,Y,11
1628412,"Mason III, Frank",Frank Mason III,0,2017,2020,frank_mason,frank_mason_iii,0,,,,,,Y,01
1629726,"Mathews, Garrison",Garrison Mathews,1,2019,2024,garrison_mathews,garrison_mathews,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01
1629751,"Mathias, Dakota",Dakota Mathias,0,2020,2021,dakota_mathias,dakota_mathias,0,,,,,,Y,01
1631097,"Mathurin, Bennedict",Bennedict Mathurin,1,2022,2024,bennedict_mathurin,bennedict_mathurin,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
1631255,"Matkovic, Karlo",Karlo Matkovic,0,2024,2024,karlo_matkovic,karlo_matkovic,0,,,,,,N,11
202083,"Matthews, Wesley",Wesley Matthews,1,2009,2024,wesley_matthews,wesley_matthews,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
1630178,"Maxey, Tyrese",Tyrese Maxey,1,2020,2024,tyrese_maxey,tyrese_maxey,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
1630219,"Mays, Skylar",Skylar Mays,1,2020,2024,skylar_mays,skylar_mays,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
1630540,"McBride, Miles",Miles McBride,1,2021,2024,miles_mcbride,miles_mcbride,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
1642272,"McCain, Jared",Jared McCain,0,2024,2024,tmp_jared_mccain,jared_mccain,0,,,,,,N,00
1627775,"McCaw, Patrick",Patrick McCaw,0,2016,2020,patrick_mccaw,patrick_mccaw,0,,,,,,Y,11
1630644,"McClung, Mac",Mac McClung,0,2021,2022,mac_mcclung,mac_mcclung,0,,,,,,Y,11
203468,"McCollum, CJ",CJ McCollum,1,2013,2024,cj_mccollum,cj_mccollum,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01
204456,"McConnell, T.J.",T.J. McConnell,1,2015,2024,t.j._mcconnell,tj_mcconnell,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
1641755,"McCullar Jr., Kevin",Kevin McCullar Jr.,0,2024,2024,kevin_mccullar_jr,kevin_mccullar_jr,0,,,,,,N,00
1630183,"McDaniels, Jaden",Jaden McDaniels,1,2020,2024,jaden_mcdaniels,jaden_mcdaniels,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,00
1629667,"McDaniels, Jalen",Jalen McDaniels,1,2019,2024,jalen_mcdaniels,jalen_mcdaniels,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
203926,"McDermott, Doug",Doug McDermott,1,2014,2024,doug_mcdermott,doug_mcdermott,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
1630253,"McDermott, Sean",Sean McDermott,0,2020,2020,sean_mcdermott,sean_mcdermott,0,,,,,,Y,01
201580,"McGee, JaVale",JaVale McGee,1,2008,2024,javale_mcgee,javale_mcgee,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1642440,"McGlothan, Gabe",Gabe McGlothan,0,2024,2024,gabe_mcglothan,gabe_mcglothan,0,,,,,,N,00
1631121,"McGowens, Bryce",Bryce McGowens,1,2022,2024,bryce_mcgowens,bryce_mcgowens,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,01
1630787,"McGriff, Cameron",Cameron McGriff,0,2021,2021,cameron_mcgriff,cameron_mcgriff,0,,,,,,Y,11
203585,"McGruder, Rodney",Rodney McGruder,0,2016,2022,rodney_mcgruder,rodney_mcgruder,0,,,,,,Y,01
1628035,"McKinnie, Alfonzo",Alfonzo McKinnie,0,2017,2021,alfonzo_mckinnie,alfonzo_mckinnie,0,,,,,,Y,01
1630605,"McLaughlin, JaQuori",JaQuori McLaughlin,0,2021,2021,jaquori_mclaughlin,jaquori_mclaughlin,0,,,,,,Y,01
1629162,"McLaughlin, Jordan",Jordan McLaughlin,1,2019,2024,jordan_mclaughlin,jordan_mclaughlin,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
203463,"McLemore, Ben",Ben McLemore,0,2013,2021,ben_mclemore,ben_mclemore,0,,,,,,Y,01
1629098,"McVeigh, Jack",Jack McVeigh,0,2024,2024,jack_mcveigh,jack_mcveigh,0,,,,,,Y,00
1629740,"Melli, Nicolo",Nicolo Melli,0,2019,2020,nicolo_melli,nicolo_melli,0,,,,,,Y,00
1629001,"Melton, De'Anthony",De'Anthony Melton,1,2018,2024,deanthony_melton,deanthony_melton,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
1641877,"Mensah, Nathan",Nathan Mensah,0,2023,2023,nathan_mensah,nathan_mensah,0,,,,,,Y,11
1630241,"Merrill, Sam",Sam Merrill,1,2020,2024,sam_merrill,sam_merrill,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1629002,"Metu, Chimezie",Chimezie Metu,1,2018,2023,chimezie_metu,chimezie_metu,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
203995,"Micic, Vasilije",Vasilije Micic,1,2023,2024,vasilije_micic,vasilije_micic,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
203114,"Middleton, Khris",Khris Middleton,1,2012,2024,khris_middleton,khris_middleton,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,01
101139,"Miles, CJ",CJ Miles,0,2005,2021,cj_miles,cj_miles,0,,,,,,Y,01
1641706,"Miller, Brandon",Brandon Miller,1,2023,2024,brandon_miller,brandon_miller,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,00
203121,"Miller, Darius",Darius Miller,0,2012,2020,darius_miller,darius_miller,0,,,,,,Y,01
1641801,"Miller, Emanuel",Emanuel Miller,0,2024,2024,emanuel_miller,emanuel_miller,0,,,,,,N,00
1641757,"Miller, Jordan",Jordan Miller,1,2023,2024,jordan_miller,jordan_miller,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
1631159,"Miller, Leonard",Leonard Miller,1,2023,2024,leonard_miller,leonard_miller,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
201988,"Mills, Patty",Patty Mills,1,2009,2024,patty_mills,patty_mills,1610612748,Miami,Heat,MIA,heat,heat,Y,01
200794,"Millsap, Paul",Paul Millsap,0,2006,2021,paul_millsap,paul_millsap,0,,,,,,Y,00
1629003,"Milton, Shake",Shake Milton,1,2018,2024,shake_milton,shake_milton,1610612752,New York,Knicks,NYK,knicks,knicks,Y,01
1631303,"Minaya, Justin",Justin Minaya,1,2022,2024,justin_minaya,justin_minaya,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11
1642434,"Minix, Riley",Riley Minix,0,2024,2024,riley_minix,riley_minix,0,,,,,,N,00
1631169,"Minott, Josh",Josh Minott,1,2022,2024,josh_minott,josh_minott,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
1642274,"Missi, Yves",Yves Missi,0,2024,2024,tmp_yves_missi,yves_missi,0,,,,,,N,00
1642349,"Mitchell, Ajay",Ajay Mitchell,0,2024,2024,ajay_mitchell,ajay_mitchell,0,,,,,,N,00
1630558,"Mitchell, Davion",Davion Mitchell,1,2021,2024,davion_mitchell,davion_mitchell,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1628378,"Mitchell, Donovan",Donovan Mitchell,1,2017,2024,donovan_mitchell,donovan_mitchell,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
1630596,"Mobley, Evan",Evan Mobley,1,2021,2024,evan_mobley,evan_mobley,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
1630600,"Mobley, Isaiah",Isaiah Mobley,1,2022,2024,isaiah_mobley,isaiah_mobley,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,11
1642367,"Mogbo, Jonathan",Jonathan Mogbo,0,2024,2024,jonathan_mogbo,jonathan_mogbo,0,,,,,,N,00
1629690,"Mokoka, Adam",Adam Mokoka,0,2019,2020,adam_mokoka,adam_mokoka,0,,,,,,Y,01
1631320,"Moneke, Chima",Chima Moneke,0,2022,2022,tmp_chima_moneke,chima_moneke,0,,,,,,Y,01
1628370,"Monk, Malik",Malik Monk,1,2017,2024,malik_monk,malik_monk,1610612758,Sacramento,Kings,SAC,kings,kings,Y,01
202328,"Monroe, Greg",Greg Monroe,0,2010,2021,greg_monroe,greg_monroe,0,,,,,,Y,01
1630541,"Moody, Moses",Moses Moody,1,2021,2024,moses_moody,moses_moody,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01
1629875,"Moon, Xavier",Xavier Moon,1,2021,2024,xavier_moon,xavier_moon,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
1629760,"Mooney, Matt",Matt Mooney,0,2019,2021,matt_mooney,matt_mooney,0,,,,,,Y,01
202734,"Moore, E'Twaun",E'Twaun Moore,0,2011,2020,e'twaun_moore,etwaun_moore,0,,,,,,Y,00
1631386,"Moore, Taze",Taze Moore,0,2023,2023,taze_moore,taze_moore,0,,,,,,Y,11
1631111,"Moore Jr., Wendell",Wendell Moore Jr.,1,2022,2024,wendell_moore,wendell_moore_jr,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
1629630,"Morant, Ja",Ja Morant,1,2019,2024,ja_morant,ja_morant,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1629752,"Morgan, Juwan",Juwan Morgan,0,2019,2021,juwan_morgan,juwan_morgan,0,,,,,,Y,01
1628537,"Morris, Jaylen",Jaylen Morris,0,2017,2021,jaylen_morris,jaylen_morris,0,,,,,,Y,01
202693,"Morris, Markieff",Markieff Morris,1,2011,2024,markieff_morris,markieff_morris,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,00
1628420,"Morris, Monte",Monte Morris,1,2017,2024,monte_morris,monte_morris,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
202694,"Morris Sr., Marcus",Marcus Morris Sr.,1,2011,2024,marcus_morris,marcus_morris_sr,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1626144,"Mudiay, Emmanuel",Emmanuel Mudiay,0,2015,2021,emmanuel_mudiay,emmanuel_mudiay,0,,,,,,Y,01
1628539,"Mulder, Mychal",Mychal Mulder,0,2019,2021,mychal_mulder,mychal_mulder,0,,,,,,Y,11
1630278,"Murkey, Ade",Ade Murkey,0,2021,2021,ade_murkey,ade_murkey,0,,,,,,Y,01
1630530,"Murphy III, Trey",Trey Murphy III,1,2021,2024,trey_murphy_iii,trey_murphy_iii,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,01
1627749,"Murray, Dejounte",Dejounte Murray,1,2016,2024,dejounte_murray,dejounte_murray,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01
1627750,"Murray, Jamal",Jamal Murray,1,2016,2024,jamal_murray,jamal_murray,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
1631099,"Murray, Keegan",Keegan Murray,1,2022,2024,keegan_murray,keegan_murray,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1631200,"Murray, Kris",Kris Murray,1,2023,2024,kris_murray,kris_murray,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11
203488,"Muscala, Mike",Mike Muscala,1,2013,2023,mike_muscala,mike_muscala,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
1629004,"Mykhailiuk, Svi",Svi Mykhailiuk,1,2018,2024,sviatoslav_mykhailiuk,svi_mykhailiuk,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
1627846,"Nader, Abdel",Abdel Nader,0,2017,2021,abdel_nader,abdel_nader,0,,,,,,Y,01
1631250,"Nance, Pete",Pete Nance,1,2023,2024,pete_nance,pete_nance,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,11
1626204,"Nance Jr., Larry",Larry Nance Jr.,1,2015,2024,larry_nance_jr,larry_nance_jr,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
1629614,"Nembhard, Andrew",Andrew Nembhard,1,2022,2024,andrew_nembhard,andrew_nembhard,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,00
1630612,"Nembhard Jr., RJ",RJ Nembhard Jr.,0,2021,2021,rj_nembhard_jr,rj_nembhard_jr,0,,,,,,Y,11
1630174,"Nesmith, Aaron",Aaron Nesmith,1,2020,2024,aaron_nesmith,aaron_nesmith,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,01
203526,"Neto, Raul",Raul Neto,0,2015,2022,raul_neto,raul_neto,0,,,,,,Y,01
1629005,"Newman, Malik",Malik Newman,0,2019,2021,malik_newman,malik_newman,0,,,,,,Y,01
1641803,"Newton, Tristen",Tristen Newton,0,2024,2024,tristen_newton,tristen_newton,0,,,,,,N,00
1627777,"Niang, Georges",Georges Niang,1,2016,2024,georges_niang,georges_niang,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1630227,"Nix, Daishen",Daishen Nix,1,2021,2024,daishen_nix,daishen_nix,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
1630192,"Nnaji, Zeke",Zeke Nnaji,1,2020,2024,zeke_nnaji,zeke_nnaji,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,00
203457,"Noel, Nerlens",Nerlens Noel,0,2013,2022,nerlens_noel,nerlens_noel,0,,,,,,Y,00
1629669,"Nowell, Jaylen",Jaylen Nowell,0,2019,2023,jaylen_nowell,jaylen_nowell,0,,,,,,Y,11
1641806,"Nowell, Markquis",Markquis Nowell,0,2023,2023,markquis_nowell,markquis_nowell,0,,,,,,Y,11
1628373,"Ntilikina, Frank",Frank Ntilikina,0,2017,2023,frank_ntilikina,frank_ntilikina,0,,,,,,Y,00
1642361,"Nunez, Juan",Juan Nunez,0,2024,2024,juan_nunez,juan_nunez,0,,,,,,N,00
1629134,"Nunn, Kendrick",Kendrick Nunn,0,2018,2022,kendrick_nunn,kendrick_nunn,0,,,,,,Y,01
203263,"Nunnally, James",James Nunnally,0,2013,2020,james_nunnally,james_nunnally,0,,,,,,Y,01
203994,"Nurkic, Jusuf",Jusuf Nurkic,1,2014,2024,jusuf_nurkic,jusuf_nurkic,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1628021,"Nwaba, David",David Nwaba,0,2016,2021,david_nwaba,david_nwaba,0,,,,,,Y,11
1629670,"Nwora, Jordan",Jordan Nwora,1,2020,2024,jordan_nwora,jordan_nwora,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
1626220,"O'Neale, Royce",Royce O'Neale,1,2017,2024,royce_o'neale,royce_oneale,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1628400,"Ojeleye, Semi",Semi Ojeleye,0,2017,2021,semi_ojeleye,semi_ojeleye,0,,,,,,Y,00
1626143,"Okafor, Jahlil",Jahlil Okafor,0,2015,2020,jahlil_okafor,jahlil_okafor,0,,,,,,Y,00
1629643,"Okeke, Chuma",Chuma Okeke,1,2020,2024,chuma_okeke,chuma_okeke,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
1629006,"Okogie, Josh",Josh Okogie,1,2018,2024,josh_okogie,josh_okogie,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1630168,"Okongwu, Onyeka",Onyeka Okongwu,1,2020,2024,onyeka_okongwu,onyeka_okongwu,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
1630171,"Okoro, Isaac",Isaac Okoro,1,2020,2024,isaac_okoro,isaac_okoro,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,00
1629644,"Okpala, KZ",KZ Okpala,0,2019,2022,kz_okpala,kz_okpala,0,,,,,,Y,01
203506,"Oladipo, Victor",Victor Oladipo,0,2013,2022,victor_oladipo,victor_oladipo,0,,,,,,Y,00
1628419,"Oliver, Cameron",Cameron Oliver,0,2020,2021,cameron_oliver,cameron_oliver,0,,,,,,Y,01
203482,"Olynyk, Kelly",Kelly Olynyk,1,2013,2024,kelly_olynyk,kelly_olynyk,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,00
1630647,"Omoruyi, Eugene",Eugene Omoruyi,1,2021,2024,eugene_omoruyi,eugene_omoruyi,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
1629671,"Oni, Miye",Miye Oni,0,2019,2021,miye_oni,miye_oni,0,,,,,,Y,11
1626224,"Osman, Cedi",Cedi Osman,1,2017,2023,cedi_osman,cedi_osman,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1630187,"Oturu, Daniel",Daniel Oturu,0,2020,2021,daniel_oturu,daniel_oturu,0,,,,,,Y,01
1626162,"Oubre Jr., Kelly",Kelly Oubre Jr.,1,2015,2024,kelly_oubre_jr,kelly_oubre_jr,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,00
1629873,"Paige, Jaysean",Jaysean Paige,0,2021,2021,jaysean_paige,jaysean_paige,0,,,,,,Y,11
1629309,"Palmer, Trayvon",Trayvon Palmer,0,2021,2021,trayvon_palmer,trayvon_palmer,0,,,,,,Y,01
1630698,"Pangos, Kevin",Kevin Pangos,0,2021,2021,kevin_pangos,kevin_pangos,0,,,,,,Y,01
203953,"Parker, Jabari",Jabari Parker,0,2014,2021,jabari_parker,jabari_parker,0,,,,,,Y,00
1629672,"Paschall, Eric",Eric Paschall,0,2019,2021,eric_paschall,eric_paschall,0,,,,,,Y,00
1628394,"Pasecniks, Anzejs",Anzejs Pasecniks,0,2019,2020,anzejs_pasecniks,anzejs_pasecniks,0,,,,,,Y,01
202335,"Patterson, Patrick",Patrick Patterson,0,2010,2020,patrick_patterson,patrick_patterson,0,,,,,,Y,01
1628383,"Patton, Justin",Justin Patton,0,2017,2020,justin_patton,justin_patton,0,,,,,,Y,01
101108,"Paul, Chris",Chris Paul,1,2005,2024,chris_paul,chris_paul,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,00
1626166,"Payne, Cameron",Cameron Payne,1,2015,2024,cameron_payne,cameron_payne,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
203901,"Payton, Elfrid",Elfrid Payton,0,2014,2021,elfrid_payton,elfrid_payton,0,,,,,,Y,11
1627780,"Payton II, Gary",Gary Payton II,1,2016,2024,gary_payton_ii,gary_payton_ii,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,01
203658,"Pelle, Norvel",Norvel Pelle,0,2019,2021,norvel_pelle,norvel_pelle,0,,,,,,Y,01
1641970,"Pereira, Maozinha",Maozinha Pereira,0,2023,2023,maozinha_pereira,maozinha_pereira,0,,,,,,Y,11
